id,marker,n_verts,vertices,n_edges,edges
0,0,3,0,2,4,3,0,8,2
1,0,3,2,1,4,3,4,6,8
2,0,3,1,3,4,3,5,10,6
3,0,3,3,0,4,3,1,2,10
4,0,3,0,2,5,3,0,9,3
5,0,3,2,1,5,3,4,7,9
6,0,3,1,3,5,3,5,11,7
7,0,3,3,0,5,3,1,3,11
